customer_id,customer_name,cluster_id,cluster
9555,Angela Cardenas,4.0,gamers
9556,Susan Harris,0.0,spenders
9557,Edward Yi,2.0,parents
9558,Suzanne Strapp,0.0,spenders
9559,Paul Nguyen,3.0,veggies
9560,Leah Wixom,4.0,gamers
9561,James Jackson,0.0,spenders
9562,Scott Seymour,2.0,parents
9563,Diane Harrington,1.0,promo hunters
9564,Peggy Unger,2.0,parents
9565,Phyllis Sargent,2.0,parents
9566,Robert Kerns,1.0,promo hunters
9567,Thomas Carrell,0.0,spenders
9568,Margaret Massey,0.0,spenders
9569,Thomas Peterson,7.0,young adults
9570,Harley Seldon,3.0,veggies
9571,Edith Swain,4.0,gamers
9572,Ana Weiner,3.0,veggies
9573,Mary Cantrelle,3.0,veggies
9574,Timothy Woodward,0.0,spenders
9575,Ray Reyes,3.0,veggies
9576,Jessie Hier,2.0,parents
9577,Susan Vargas,0.0,spenders
9578,Raymond Massey,5.0,low standards
9579,Annie Ayers,5.0,low standards
9580,Charles Johnson,0.0,spenders
9581,Arturo Wesley,3.0,veggies
9582,Mark Howard,1.0,promo hunters
9583,Lowell Johnson,7.0,young adults
9584,Pauline Carter,2.0,parents
9585,Tammy Smith,4.0,gamers
9586,Kevin Preciado,2.0,parents
9587,Roger Lumpkin,4.0,gamers
9588,Lisa Morrone,4.0,gamers
9589,Patrick Hill,6.0,alcoholics
9590,Ofelia Stapleton,3.0,veggies
9591,Lacey Roach,0.0,spenders
9592,Marie Glatt,0.0,spenders
9593,Gary Denton,4.0,gamers
9594,Sharon Salters,0.0,spenders
9595,Harvey Zuber,8.0,olds
9596,John King,3.0,veggies
9597,Kimberly Grace,3.0,veggies
9598,Michael Knapp,5.0,low standards
9599,David Davia,1.0,promo hunters
9600,Aaron Rochford,4.0,gamers
9601,Todd Riley,7.0,young adults
9602,Janet Mcenaney,0.0,spenders
9603,Mark Robertson,5.0,low standards
9604,Judith Moniz,0.0,spenders
9605,Mark Hill,2.0,parents
9606,Michael King,4.0,gamers
9607,John Ortiz,3.0,veggies
9608,Patrick Richey,2.0,parents
9609,Bobby Nolton,3.0,veggies
9610,Jutta Dandurand,0.0,spenders
9611,Josephine Pagan,3.0,veggies
9612,Mia Bale,1.0,promo hunters
9613,Kenneth Lee,3.0,veggies
9614,Mary Qualls,1.0,promo hunters
9615,Cecelia Bey,0.0,spenders
9616,Edward Anderson,3.0,veggies
9617,Geneva Cruz,4.0,gamers
9618,Joyce Nielsen,1.0,promo hunters
9619,Cory Tyrer,4.0,gamers
9620,Curtis Lewis,1.0,promo hunters
9621,Bob Murray,2.0,parents
9622,Pamela Schwab,1.0,promo hunters
9623,Henry Mcquaid,3.0,veggies
9624,Barbara Morgan,1.0,promo hunters
9625,Edward Castro,2.0,parents
9626,Jack Straugter,1.0,promo hunters
9627,Aaron Nguyen,6.0,alcoholics
9628,Brooke Seibold,1.0,promo hunters
9629,Sarah Patton,0.0,spenders
9630,Jonathan Hudson,3.0,veggies
9631,Charles`s Supermarket,9.0,supermarket
9632,Bertha Dabney,1.0,promo hunters
9633,Andre Ceballos,4.0,gamers
9634,Jerry Mcfadden,4.0,gamers
9635,Ross Suero,1.0,promo hunters
9636,Luke Carswell,3.0,veggies
9637,Penny Scott,2.0,parents
9638,Ellen Dumas,5.0,low standards
9639,Zachary Smith,2.0,parents
9640,Treva Lambert,2.0,parents
9641,Scott Arredondo,3.0,veggies
9642,Melanie Mitchell,2.0,parents
9643,Laurie Hopkins,1.0,promo hunters
9644,Willie Smalley,8.0,olds
9645,Deborah Spruill,2.0,parents
9646,Thomas Moses,4.0,gamers
9647,Frances Mcdowell,2.0,parents
9648,Janet Richardson,2.0,parents
9649,Glenn Patton,0.0,spenders
9650,Marie Saadd,6.0,alcoholics
9651,Antoinette Beltran,3.0,veggies
9652,Donald Garcia,0.0,spenders
9653,Robert Fink,1.0,promo hunters
9654,Angela Sudbury,0.0,spenders
9655,Tiffany Mendenhall,6.0,alcoholics
9656,Susan Schaffner,0.0,spenders
9657,Shannon Story,0.0,spenders
9658,Tania Christenberry,0.0,spenders
9659,James Maas,3.0,veggies
9660,Richard Cooper,0.0,spenders
9661,Mary Garner,3.0,veggies
9662,Sherlene Flaherty,4.0,gamers
9663,Lydia Allen,2.0,parents
9664,Oscar Kinney,1.0,promo hunters
9665,Joseph Phillips,2.0,parents
9666,Henry Morris,2.0,parents
9667,Robert Vasquez,3.0,veggies
9668,Glenda Outlaw,4.0,gamers
9669,Jeffrey Smith,0.0,spenders
9670,Syble Mcdonald,2.0,parents
9671,Devin Devore,2.0,parents
9672,James Burgo,2.0,parents
9673,Kimberly Walters,1.0,promo hunters
9674,Charles Thornburg,0.0,spenders
9675,Barbara Mervyn,0.0,spenders
9676,Ben Grant,4.0,gamers
9677,Ron Jackson,3.0,veggies
9678,Greta Lundy,2.0,parents
9679,Michael Riggs,8.0,olds
9680,Patty Crawford,3.0,veggies
9681,Cody Mangiafico,6.0,alcoholics
9682,Evelyn Fuentes,0.0,spenders
9683,Beth Davidson,2.0,parents
9684,Bruce Briscoe,6.0,alcoholics
9685,Alma Gonzales,7.0,young adults
9686,Rodolfo Eis,0.0,spenders
9687,Tristan Thompson,7.0,young adults
9688,Richard Beach,3.0,veggies
9689,Thomas Delatorre,4.0,gamers
9690,Leo Sharp,0.0,spenders
9691,Joyce Sacco,1.0,promo hunters
9692,Deanna Medina,3.0,veggies
9693,Ezequiel Gibson,7.0,young adults
9694,Alison Abel,2.0,parents
9695,Alice Morgan,0.0,spenders
9696,Marco Williams,3.0,veggies
9697,Denis Kuhnle,2.0,parents
9698,Mary Mcnaughton,4.0,gamers
9699,Dennis Pruitt,7.0,young adults
9700,John Reiter,3.0,veggies
9701,Charles Brown,2.0,parents
9702,Darrel Basham,4.0,gamers
9703,Guy Kelly,3.0,veggies
9704,Betty Dejesus,5.0,low standards
9705,Flora Mathis,6.0,alcoholics
9706,Michele`s Supermarket,9.0,supermarket
9707,Andrea Lewis,1.0,promo hunters
9708,James Richmond,8.0,olds
9709,Sylvia Lauer,2.0,parents
9710,Mike Hernandez,0.0,spenders
9711,Vicki Dicostanzo,5.0,low standards
9712,Owen Fowler,5.0,low standards
9713,Katherine Crosby,5.0,low standards
9714,Ida Murphy,3.0,veggies
9715,Myrtle Duggan,6.0,alcoholics
9716,Michael Rios,7.0,young adults
9717,Anthony Hicks,1.0,promo hunters
9718,Everett Wasson,3.0,veggies
9719,Ronald Silva,0.0,spenders
9720,Kimberly Ing,5.0,low standards
9721,David Odonnell,2.0,parents
9722,Luis Witherspoon,5.0,low standards
9723,Ashley Garcia,0.0,spenders
9724,Robert Lipscomb,4.0,gamers
9725,Edwin Bernard,3.0,veggies
9726,Waldo Landres,5.0,low standards
9727,Kenneth Nieves,5.0,low standards
9728,Sarah Duke,0.0,spenders
9729,William Elwood,1.0,promo hunters
9730,Corinne Sams,6.0,alcoholics
9731,Bobbie Thompson,2.0,parents
9732,Mark Fuller,7.0,young adults
9733,Earl Flanagan,2.0,parents
9734,Amy Fryson,0.0,spenders
9735,Alison Gallo,1.0,promo hunters
9736,David Trimble,2.0,parents
9737,Dorothy Swift,3.0,veggies
9738,Pam Callahan,3.0,veggies
9739,Felix Westfall,6.0,alcoholics
9740,Diane Lambert,2.0,parents
9741,Joshua Reza,4.0,gamers
9742,Roberta Maris,7.0,young adults
9743,Elsie Mcclain,2.0,parents
9744,Charles Varela,1.0,promo hunters
9745,Lula Ward,0.0,spenders
9746,Valeria Sluder,3.0,veggies
9747,Eilene Shoulders,5.0,low standards
9748,Ismael Breedlove,5.0,low standards
9749,Porter Sloan,7.0,young adults
9750,Max Shick,0.0,spenders
9751,Allan Clark,2.0,parents
9752,Herbert Ballinger,3.0,veggies
9753,Loretta Sandoval,7.0,young adults
9754,Bobby Busch,4.0,gamers
9755,Mary Mcdonald,2.0,parents
9756,Valerie Honeycutt,1.0,promo hunters
9757,Carlos Munson,2.0,parents
9758,Marian Miller,4.0,gamers
9759,Richard Shaw,7.0,young adults
9760,Felton Larsen,4.0,gamers
9761,Jimmy Lynch,5.0,low standards
9762,Ruth Hall,4.0,gamers
9763,Margaret Gauthier,1.0,promo hunters
9764,Leo Ross,4.0,gamers
9765,Kimberly Pride,0.0,spenders
9766,John Crager,4.0,gamers
9767,Sarah King,0.0,spenders
9768,Joseph Burns,1.0,promo hunters
9769,Thelma Lee,0.0,spenders
9770,Mayme Clark,4.0,gamers
9771,Samuel Huppert,4.0,gamers
9772,Todd Jiron,0.0,spenders
9773,Denna Sykes,1.0,promo hunters
9774,Elizabeth Corbett,1.0,promo hunters
9775,Jennie Dalphonse,3.0,veggies
9776,Kory Bautista,7.0,young adults
9777,Dennis Davis,7.0,young adults
9778,George Sauders,1.0,promo hunters
9779,Carol Johns,0.0,spenders
9780,Robert Underwood,2.0,parents
9781,Courtney Smith,4.0,gamers
9782,William Long,1.0,promo hunters
9783,Arthur Smith,0.0,spenders
9784,Jack Gattis,6.0,alcoholics
9785,Albert Adams,6.0,alcoholics
9786,Lourdes Corbeil,2.0,parents
9787,Maria Lyons,3.0,veggies
9788,Sharon Morrissey,1.0,promo hunters
9789,Frances Phillips,5.0,low standards
9790,Phyllis Mccoy,5.0,low standards
9791,Jennifer Hogston,7.0,young adults
9792,Louise Hettinger,1.0,promo hunters
9793,Stephanie Peterson,0.0,spenders
9794,Nicole Williams,0.0,spenders
9795,Jeffrey Ray,3.0,veggies
9796,Alexander Ornelas,4.0,gamers
9797,Lori Hynes,1.0,promo hunters
9798,Nelda Stokes,1.0,promo hunters
9799,Jocelyn Buchanan,4.0,gamers
9800,Allison Hertel,7.0,young adults
9801,Shirley Smith,5.0,low standards
9802,Anthony Crowell,2.0,parents
9803,Jessica Alvord,0.0,spenders
9804,Edward Bruce,3.0,veggies
9805,Carrie Clark,1.0,promo hunters
9806,Sara Despain,2.0,parents
9807,Kenneth No,5.0,low standards
9808,Jessie Mcfarlane,5.0,low standards
9809,Sandra Cleveland,0.0,spenders
9810,Norma Graham,4.0,gamers
9811,Stephanie Janda,0.0,spenders
9812,Effie Measom,2.0,parents
9813,Jason Baney,3.0,veggies
9814,Kenneth Scala,4.0,gamers
9815,Kevin Watson,1.0,promo hunters
9816,Donald Miller,3.0,veggies
9817,Pedro Pyle,3.0,veggies
9818,Robert Manley,4.0,gamers
9819,Ronald Bradley,2.0,parents
9820,Linda Stevens,2.0,parents
9821,Lucas Tippins,4.0,gamers
9822,Christopher Wright,0.0,spenders
9823,Douglas Poulin,0.0,spenders
9824,Rosalie Cole,1.0,promo hunters
9825,Mardell Marson,6.0,alcoholics
9826,David Sherer,3.0,veggies
9827,Elizabeth Hoag,0.0,spenders
9828,Aretha King,2.0,parents
9829,Jonathan Granados,0.0,spenders
9830,Gregory Vesco,1.0,promo hunters
9831,Pearl Hand,0.0,spenders
9832,Troy Rivera,1.0,promo hunters
9833,Harold Johnston,3.0,veggies
9834,Jamie Nelson,2.0,parents
9835,Herminia Vandercook,4.0,gamers
9836,James Smith,4.0,gamers
9837,Wilbur Wallin,4.0,gamers
9838,Samuel Kaplan,4.0,gamers
9839,Eva Orlando,5.0,low standards
9840,Kurt Jackson,4.0,gamers
9841,Lyndsey Kreiter,4.0,gamers
9842,Dorothy Cardenas,0.0,spenders
9843,Amy Bragg,0.0,spenders
9844,Helen Seifert,2.0,parents
9845,Roselyn Salazar,3.0,veggies
9846,Timothy Cox,3.0,veggies
9847,Mark Howard,3.0,veggies
9848,Dennis Lindholm,0.0,spenders
9849,Ruth Keller,1.0,promo hunters
9850,Beulah Graves,1.0,promo hunters
9851,Mark Chasin,4.0,gamers
9852,Greg Muse,7.0,young adults
9853,Joyce Cage,2.0,parents
9854,Mary Warren,0.0,spenders
9855,Jessica Mundt,4.0,gamers
9856,Irene Meyer,4.0,gamers
9857,James Leib,0.0,spenders
9858,Donna Sweet,4.0,gamers
9859,Adrienne Moss,5.0,low standards
9860,Donald Bridgham,3.0,veggies
9861,Jacqueline Brooks,4.0,gamers
9862,Brenda Andrade,2.0,parents
9863,Michael Elias,0.0,spenders
9864,John Lee,1.0,promo hunters
9865,Frank Reid,7.0,young adults
9866,Sara Mohead,0.0,spenders
9867,John Jewell,5.0,low standards
9868,Kenneth Schmidt,7.0,young adults
9869,Sandra Kittelberger,5.0,low standards
9870,John Healy,5.0,low standards
9871,Dawn Aguirre,6.0,alcoholics
9872,Scott Callahan,3.0,veggies
9873,Alexandria Hayes,1.0,promo hunters
9874,Yolanda Dickerson,5.0,low standards
9875,Susan Sharon,5.0,low standards
9876,Flora Page,1.0,promo hunters
9877,Louis Dunlap,1.0,promo hunters
9878,Amy Denard,7.0,young adults
9879,Lena Lopez,1.0,promo hunters
9880,Aubrey Conway,0.0,spenders
9881,Sylvia Williams,2.0,parents
9882,Jane Hatfield,3.0,veggies
9883,Judith Kuebler,1.0,promo hunters
9884,Angelo Peterson,4.0,gamers
9885,Kimberly Thomson,4.0,gamers
9886,Charlie Hudson,4.0,gamers
9887,Kenneth Williams,0.0,spenders
9888,Samuel Anderson,7.0,young adults
9889,Robert Taylor,0.0,spenders
9890,Chasity Pettry,4.0,gamers
9891,Della Millward,4.0,gamers
9892,April Wright,4.0,gamers
9893,Lena Miller,2.0,parents
9894,Willie Bennett,2.0,parents
9895,David Herrera,4.0,gamers
9896,Renea Ventura,1.0,promo hunters
9897,Gretchen Bailey,1.0,promo hunters
9898,Amelia Neal,1.0,promo hunters
9899,Frances Saulter,1.0,promo hunters
9900,Theresa Carr,3.0,veggies
9901,Louella Bell,1.0,promo hunters
9902,Allyson Taus,4.0,gamers
9903,Martha Van,5.0,low standards
9904,Ellen Graves,2.0,parents
9905,Garrett Lee,4.0,gamers
9906,Chester Gonzalez,1.0,promo hunters
9907,Brandon Taylor,4.0,gamers
9908,Anna Jeffries,4.0,gamers
9909,Gina Smith,4.0,gamers
9910,Thomas Nobles,4.0,gamers
9911,Maria Howerton,3.0,veggies
9912,Jennifer`s Supermarket,9.0,supermarket
9913,Ann Luthi,0.0,spenders
9914,George Davis,7.0,young adults
9915,Tiffanie Evans,7.0,young adults
9916,Kristopher Nelson,0.0,spenders
9917,John Davis,0.0,spenders
9918,Myrna Terry,8.0,olds
9919,Stephanie Bell,0.0,spenders
9920,Jill Elkins,7.0,young adults
9921,Gayla Gibson,0.0,spenders
9922,Lynn Ocampo,0.0,spenders
9923,Ralph Cabrera,1.0,promo hunters
9924,Mabel Kane,1.0,promo hunters
9925,Judson Todd,0.0,spenders
9926,Kelly Webb,0.0,spenders
9927,Katy Vargas,7.0,young adults
9928,Gregory Maher,4.0,gamers
9929,Steven Amaral,0.0,spenders
9930,Jesse Broadway,3.0,veggies
9931,Michele Lee,6.0,alcoholics
9932,Arthur Mcpherson,7.0,young adults
9933,Alton Thomas,4.0,gamers
9934,Jacob Baldwin,3.0,veggies
9935,Marry Maddox,1.0,promo hunters
9936,Kurt Kutner,2.0,parents
9937,Cora Taylor,0.0,spenders
9938,Roberto Swanger,2.0,parents
9939,Carrie Curtis,3.0,veggies
9940,Barbara Turner,4.0,gamers
9941,Dewayne Reynolds,1.0,promo hunters
9942,Lillian Paulk,2.0,parents
9943,Ricky`s Supermarket,9.0,supermarket
9944,Eric Johnson,7.0,young adults
9945,Yesenia Mckinney,2.0,parents
9946,Malik Jensen,0.0,spenders
9947,Clara Morgan,0.0,spenders
9948,Joseph Bohanan,5.0,low standards
9949,Kimberly Easter,2.0,parents
9950,Chadwick Hoff,1.0,promo hunters
9951,Allen Beall,1.0,promo hunters
9952,Loren Cocke,1.0,promo hunters
9953,Katherine Baker,1.0,promo hunters
9954,Brittney Ojeda,0.0,spenders
9955,Eugene Bellinghausen,4.0,gamers
9956,Thomas Buss,3.0,veggies
9957,Pamela Wilson,4.0,gamers
9958,Mary Hankey,1.0,promo hunters
9959,Walter Delgadillo,2.0,parents
9960,Jeanine Thomas,4.0,gamers
9961,Leilani Ahmed,1.0,promo hunters
9962,Mary Lake,2.0,parents
9963,James Mcneal,7.0,young adults
9964,Thomas Nichols,2.0,parents
9965,Curtis Collins,1.0,promo hunters
9966,Gaye Parry,7.0,young adults
9967,Jeffrey Sternberg,3.0,veggies
9968,Robert Kaminski,5.0,low standards
9969,Kathy Commons,3.0,veggies
9970,Michael Riera,4.0,gamers
9971,Suzanne Mccann,6.0,alcoholics
9972,Barbara Swinehart,6.0,alcoholics
9973,George Davis,1.0,promo hunters
9974,May Raglin,1.0,promo hunters
9975,Melissa Sturgeon,2.0,parents
9976,Ezequiel Asberry,3.0,veggies
9977,Victor Benavides,1.0,promo hunters
9978,Elsie Hawkins,4.0,gamers
9979,Marcelle Todd,0.0,spenders
9980,Melvin Choate,3.0,veggies
9981,Julia Kam,7.0,young adults
9982,Bertha Lynn,5.0,low standards
9983,Ronald Lucero,7.0,young adults
9984,Raymond Laney,4.0,gamers
9985,Jacqueline Finnell,4.0,gamers
9986,Mary Degasparre,1.0,promo hunters
9987,Matilda Furman,2.0,parents
9988,Jeffery Chavez,2.0,parents
9989,John Chambers,3.0,veggies
9990,Michael Miller,0.0,spenders
9991,Kevin Cardenas,3.0,veggies
9992,Amy Neu,4.0,gamers
9993,Jerry Hoover,4.0,gamers
9994,Melissa Taylor,5.0,low standards
9995,Sandra Galindo,5.0,low standards
9996,Melvin Sotto,5.0,low standards
9997,Margaret Painter,7.0,young adults
9998,Tiffany Belville,7.0,young adults
9999,Rita Martinez,6.0,alcoholics
10000,Adrienne Smith,0.0,spenders
10001,Pauline Cole,4.0,gamers
10002,Joshua Critchlow,1.0,promo hunters
10003,Betsy Maine,3.0,veggies
10004,Ruby Graves,4.0,gamers
10005,Robin Macias,4.0,gamers
10006,Sean Morales,3.0,veggies
10007,Vincent Mcqueen,2.0,parents
10008,Peter Calvert,2.0,parents
10009,Richard Carter,4.0,gamers
10010,Jeffrey Rich,0.0,spenders
10011,Danielle Moeller,3.0,veggies
10012,Leonard Evans,0.0,spenders
10013,Harry Bauman,4.0,gamers
10014,Bryan Shaw,0.0,spenders
10015,Kathy Burns,1.0,promo hunters
10016,Mary Keith,1.0,promo hunters
10017,Bonnie Bond,3.0,veggies
10018,Kenneth Bowman,0.0,spenders
10019,Brian Bean,0.0,spenders
10020,Alicia Scott,0.0,spenders
10021,Jacqueline Hollar,3.0,veggies
10022,John Vessell,0.0,spenders
10023,Samuel Huff,4.0,gamers
10024,Leslie Borjas,1.0,promo hunters
10025,Jeffrey Jones,2.0,parents
10026,Blanca Hicks,1.0,promo hunters
10027,Linda Whitney,2.0,parents
10028,Barbara Martin,0.0,spenders
10029,Nancy Taylor,1.0,promo hunters
10030,Gloria Gilman,2.0,parents
10031,Lorna Lively,1.0,promo hunters
10032,Rosa Katz,6.0,alcoholics
10033,Steven Brokaw,3.0,veggies
10034,Rosemary Norberg,3.0,veggies
10035,Cassie Yarberry,4.0,gamers
10036,Robert Taylor,2.0,parents
10037,Steven Mangino,4.0,gamers
10038,Francisco Austin,5.0,low standards
10039,Carroll Perillo,1.0,promo hunters
10040,Alfred Dennis,4.0,gamers
10041,Maria Laskoski,1.0,promo hunters
10042,Robert Thomas,2.0,parents
10043,Anthony Kirkland,4.0,gamers
10044,Tamara Bransford,4.0,gamers
10045,Carolyn Hill,7.0,young adults
10046,Richard Loveday,3.0,veggies
10047,William Hill,0.0,spenders
10048,Leroy Link,4.0,gamers
10049,Gloria Bush,2.0,parents
10050,James Radford,4.0,gamers
10051,James Spaulding,3.0,veggies
10052,Marcia Dalton,2.0,parents
10053,Silas Pena,1.0,promo hunters
10054,Gay Monarez,5.0,low standards
10055,Vonnie Brown,1.0,promo hunters
10056,Tamara Keough,2.0,parents
10057,Gordon Lange,6.0,alcoholics
10058,Jolene Jameson,4.0,gamers
10059,Edna Holmes,2.0,parents
10060,Timothy Dalrymple,7.0,young adults
10061,Karen Walker,2.0,parents
10062,Paul Burks,2.0,parents
10063,Laura Lopez,0.0,spenders
10064,Angela Sisneros,1.0,promo hunters
10065,Estella Perreira,2.0,parents
10066,Brandon Kunka,0.0,spenders
10067,Clement Smith,0.0,spenders
10068,David Obrien,0.0,spenders
10069,Irene Greer,1.0,promo hunters
10070,Nicole Roberts,6.0,alcoholics
10071,Eldon Casarez,4.0,gamers
10072,Melvin Crum,0.0,spenders
10073,Treva Fletcher,2.0,parents
10074,Crystal Sizer,4.0,gamers
10075,Marie Ackerman,1.0,promo hunters
10076,Sonia Harding,2.0,parents
10077,Beatris Carter,7.0,young adults
10078,Dan Dunstan,0.0,spenders
10079,Esther Flanagan,1.0,promo hunters
10080,Michael Jun,0.0,spenders
10081,Andrea Hall,8.0,olds
10082,Howard Horne,1.0,promo hunters
10083,Harold Stevens,4.0,gamers
10084,Rosa Iverson,2.0,parents
10085,Nicolas Porter,1.0,promo hunters
10086,Margaret Robles,4.0,gamers
10087,Monica Young,0.0,spenders
10088,Theodore Garcia,1.0,promo hunters
10089,Ian Ortiz,0.0,spenders
10090,John Peatross,4.0,gamers
10091,Keith Sherman,3.0,veggies
10092,Barbara Devore,5.0,low standards
10093,Dianne Hutcherson,2.0,parents
10094,Mary Morgan,4.0,gamers
10095,Eric Wiles,3.0,veggies
10096,Norman Simonetti,3.0,veggies
10097,Kerry Pinder,2.0,parents
10098,Pauline Cleveland,4.0,gamers
10099,Nicole Neira,3.0,veggies
10100,David Walker,7.0,young adults
10101,Doreen Sorenson,7.0,young adults
10102,Mary Hales,1.0,promo hunters
10103,Ila Reardon,1.0,promo hunters
10104,Joan Ojeda,1.0,promo hunters
10105,Donald Creel,7.0,young adults
10106,Marjorie Herrmann,5.0,low standards
10107,Heather Waldo,1.0,promo hunters
10108,Diane Cisneros,0.0,spenders
10109,Sean Myatt,3.0,veggies
10110,Jean Haynie,7.0,young adults
10111,Troy Compos,0.0,spenders
10112,Pamela Horst,0.0,spenders
10113,Cecilia Wilson,2.0,parents
10114,Alexander Manning,0.0,spenders
10115,Brett Pogue,8.0,olds
10116,Michelle Tucker,4.0,gamers
10117,Everett Johnston,3.0,veggies
10118,Lillian Johnson,1.0,promo hunters
10119,Keith Peterson,3.0,veggies
10120,Earnestine Yeary,2.0,parents
10121,Doris Ervin,5.0,low standards
10122,Jeffery Johnson,7.0,young adults
10123,Joseph Puertas,3.0,veggies
10124,Leigh Hernandez,5.0,low standards
10125,Robin Ericsson,0.0,spenders
10126,Anthony Santiago,6.0,alcoholics
10127,Sharon Vaughn,2.0,parents
10128,Victoria Sanford,2.0,parents
10129,Walter Roberts,1.0,promo hunters
10130,Rose Green,2.0,parents
10131,Richard Hodgson,3.0,veggies
10132,Vickie Avila,0.0,spenders
10133,James Riedel,1.0,promo hunters
10134,Benedict Shaw,0.0,spenders
10135,Lloyd Hudak,6.0,alcoholics
10136,Anne Jones,2.0,parents
10137,Kyle Tallent,7.0,young adults
10138,Nancy Grady,2.0,parents
10139,Ivan Macpherson,3.0,veggies
10140,Corey Lambert,1.0,promo hunters
10141,Brandy Ford,1.0,promo hunters
10142,Christopher Birdwell,7.0,young adults
10143,Thomas Morgan,4.0,gamers
10144,Theron Maldonado,0.0,spenders
10145,Lauren Townsend,5.0,low standards
10146,Albert Lowenstein,2.0,parents
10147,Elizabeth Leone,3.0,veggies
10148,Jody Glass,1.0,promo hunters
10149,Ricky Wright,0.0,spenders
10150,Bernice Goldstein,7.0,young adults
10151,Larry Huberty,6.0,alcoholics
10152,Scott Shanberg,2.0,parents
10153,Brad Larrison,3.0,veggies
10154,Arnold Stocks,4.0,gamers
10155,Robert Quimby,2.0,parents
10156,Michelle Phillips,3.0,veggies
10157,Jillian Johnson,2.0,parents
10158,Marlene Henderson,1.0,promo hunters
10159,Patty Gauvin,0.0,spenders
10160,Patricia Friday,0.0,spenders
10161,Rebecca Sowell,4.0,gamers
10162,Frank Wiederhold,0.0,spenders
10163,Doris Thomas,0.0,spenders
10164,Lee Quade,3.0,veggies
10165,Justin Clark,2.0,parents
10166,Malka Mccann,5.0,low standards
10167,Paul Murray,4.0,gamers
10168,Briana Hooper,5.0,low standards
10169,Jamie Blevins,4.0,gamers
10170,Nicole Figueroa,4.0,gamers
10171,Lydia Smyth,6.0,alcoholics
10172,Lawrence Berlin,5.0,low standards
10173,Katherine Espinoza,7.0,young adults
10174,David Ford,2.0,parents
10175,Kristina Rosario,2.0,parents
10176,James Saul,7.0,young adults
10177,Jerry Richter,7.0,young adults
10178,Wendy Birmingham,3.0,veggies
10179,Johanna Huey,3.0,veggies
10180,Candy Early,2.0,parents
10181,Shirley Stanely,4.0,gamers
10182,Curtis Castro,4.0,gamers
10183,Barbara Cole,3.0,veggies
10184,Jennifer Salazar,0.0,spenders
10185,Robert Solis,4.0,gamers
10186,Marylou Treadwell,1.0,promo hunters
10187,Violet Ham,1.0,promo hunters
10188,Joseph Simmons,1.0,promo hunters
10189,Carrie Wilsey,3.0,veggies
10190,Tristan Ordway,2.0,parents
10191,Charles Conti,0.0,spenders
10192,Barbara Spearman,7.0,young adults
10193,Christopher Benedict,2.0,parents
10194,Scott Sodomka,5.0,low standards
10195,George Sexton,1.0,promo hunters
10196,Sheri Spraggins,4.0,gamers
10197,Justin Mckinney,0.0,spenders
10198,Miguel Stokes,5.0,low standards
10199,Irene Jones,5.0,low standards
10200,Lorena Dunn,1.0,promo hunters
10201,Fred Milligan,1.0,promo hunters
10202,Tiana Bryant,1.0,promo hunters
10203,Steven Parks,0.0,spenders
10204,Richard Doucet,4.0,gamers
10205,James Gill,5.0,low standards
10206,Mark Music,3.0,veggies
10207,Robert Stafford,1.0,promo hunters
10208,Randy Vail,5.0,low standards
10209,Harry Devane,7.0,young adults
10210,Janice Smith,0.0,spenders
10211,Tashia Young,2.0,parents
10212,Eli Griffin,7.0,young adults
10213,Teresa Rogers,8.0,olds
10214,Janice Driscoll,4.0,gamers
10215,Joanne Morton,2.0,parents
10216,Emma Hickerson,7.0,young adults
10217,Donna Butts,0.0,spenders
10218,Ray Cooper,5.0,low standards
10219,Pauline Staschke,3.0,veggies
10220,Maria Cary,0.0,spenders
10221,Deanna Jageman,0.0,spenders
10222,Cheryl Burkhart,7.0,young adults
10223,Katrina Christenson,2.0,parents
10224,Carolyn`s Supermarket,9.0,supermarket
10225,Teresa Jackson,1.0,promo hunters
10226,Kayla Simpson,0.0,spenders
10227,Robert Stahlman,3.0,veggies
10228,Shirley Vines,3.0,veggies
10229,Andrew Herron,0.0,spenders
10230,Geraldine Ovando,2.0,parents
10231,Michael Sherwood,6.0,alcoholics
10232,Carmen Talbot,5.0,low standards
10233,Edna Garvey,4.0,gamers
10234,Jorge Anderson,0.0,spenders
10235,Andrew Coon,4.0,gamers
10236,Linda Woods,0.0,spenders
10237,Karen Garcia,3.0,veggies
10238,Nellie Zito,2.0,parents
10239,Kathy Sinotte,3.0,veggies
10240,Minnie Ortiz,6.0,alcoholics
10241,Karen Thorpe,2.0,parents
10242,Hattie Myles,2.0,parents
10243,Rose Day,4.0,gamers
10244,Edward Ramirez,2.0,parents
10245,Wilda Conger,2.0,parents
10246,Annie Anderson,2.0,parents
10247,James Macomber,7.0,young adults
10248,Nancy Ingle,0.0,spenders
10249,Stephanie Wimmer,3.0,veggies
10250,John Nang,6.0,alcoholics
10251,Everett Goicoechea,2.0,parents
10252,Martha Haden,4.0,gamers
10253,Teresa Campbell,4.0,gamers
10254,Lisa Gaarder,7.0,young adults
10255,Yvonne Sears,4.0,gamers
10256,Jeanne Montoya,0.0,spenders
10257,Flossie Matheny,3.0,veggies
10258,Freddie Johns,1.0,promo hunters
10259,Brandy Steffen,2.0,parents
10260,Paulette Herman,7.0,young adults
10261,Kenneth White,4.0,gamers
10262,Francis`s Supermarket,9.0,supermarket
10263,Janis Mesa,3.0,veggies
10264,Michelle Terrell,0.0,spenders
